date,time,interval,GS_id,id,fixture_name,continent,country,league_id,league,state,issue_origin,issue_severity,description,venue_id,venue_name
10/17/2021,11:00:00 AM,10:00 - 11:59,33428:34398435,34398435,Amager VK Women v Elite Volley Aarhus Women,Europe,Denmark,5542,Denmark Volleyligaen Women,VOD,No issue related,No issue related,No issue related,129454,Sundbyhal 2
10/17/2021,11:00:00 AM,10:00 - 11:59,33708:39738015,39738015,VK Pokuttya Snyatin v Bulava,Europe,Ukraine,34150,Ukraine Higher League,VOD,External,Critical,"<p>Due to bad internet connection at the venue, feed experienced outages and freezing/shuttering.&nbsp;</p>",131235,Municipal Center
10/17/2021,12:00:00 PM,12:00 - 13:59,33428:34395150,34395150,IKSU Women v Oerebro Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,External,Critical,<p>Feed outage due to connection problems at the venue. Impact: lost 15 minutes of the feed.</p>,137969,IKSU Sport-Helsingfors
10/17/2021,12:00:00 PM,12:00 - 13:59,33428:39548775,39548775,RIG Falköping v Hylte/Halmstad,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138047,Frejahallen A
10/17/2021,12:00:00 PM,12:00 - 13:59,33428:39691755,39691755,SG Prinz Brunnenbau Women v Inzing Union Women,Europe,Austria,14185,Austria Cup Women,Aborted,No issue related,No issue related,No issue related,130585,Bezirkssporthalle Perg
10/17/2021,12:00:00 PM,12:00 - 13:59,33708:39691080,39691080,UVC Holding Graz v UVC Weberzeile Ried im Innkreis,Europe,Austria,29317,Austria Cup,VOD,No issue related,No issue related,No issue related,130741,Raiffeisen Sportpark
10/17/2021,12:30:00 PM,12:00 - 13:59,33428:34395165,34395165,Sollentuna VK Women v Lindesberg Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,137982,Arena Satelliten
10/17/2021,12:30:00 PM,12:00 - 13:59,33708:39691095,39691095,Union VV Dobling v VBC TLC Weiz,Europe,Austria,29317,Austria Cup,Aborted,No issue related,No issue related,No issue related,0,Tv match
10/17/2021,12:30:00 PM,12:00 - 13:59,33708:39457920,39457920,VC Zhytychi v Epitsentr-Podolyani Gorodok,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,138879,SK Epitsentr
10/17/2021,1:00:00 PM,12:00 - 13:59,33428:34386495,34386495,Amager VK v ASV Aarhus Elite,Europe,Denmark,3907,Denmark Volleyligaen,VOD,No issue related,No issue related,No issue related,129454,Sundbyhal 2
10/17/2021,1:00:00 PM,12:00 - 13:59,33428:34381530,34381530,Floby v Örkelljunga VK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138138,Floby Sporthall
10/17/2021,1:00:00 PM,12:00 - 13:59,33708:39744255,39744255,SK Prometheus Women v Galichanka-TNEU GADZ Women,Europe,Ukraine,14191,Ukraine Super Liga Women,Aborted,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
10/17/2021,1:00:00 PM,12:00 - 13:59,33428:34882665,34882665,Þróttur Nes v Throttur V.,Europe,Iceland,31054,Iceland Mizunodeild KK,VOD,No issue related,No issue related,No issue related,130520,Íþróttahúsið í Neskaupstað
10/17/2021,1:00:00 PM,12:00 - 13:59,33428:39691770,39691770,VBK Sparkasse Wolfsberg Women v Askö Linz-Steg Women,Europe,Austria,14185,Austria Cup Women,Aborted,No issue related,No issue related,No issue related,0,Tv match
10/17/2021,1:00:00 PM,12:00 - 13:59,33428:34882650,34882650,Vestri v KA,Europe,Iceland,31054,Iceland Mizunodeild KK,Aborted,External,Critical,"<p>Entire match feed lost, as the POC did not setup the phone properly from their end. POC had plenty of time but was not willing to follow instructions that were sent and explained several times during conversation in skype.</p>",128830,Itottahusit Torfnesi
10/17/2021,2:00:00 PM,14:00 - 15:59,33428:39691785,39691785,ATSC Sparkasse Klagenfurt Women v SG Sokol/Post Women,Europe,Austria,14185,Austria Cup Women,VOD,No issue related,No issue related,No issue related,130533, BG Lerchenfeldstrasse
10/17/2021,2:00:00 PM,14:00 - 15:59,33428:38281440,38281440,Boavista Women v Ginasio Clube Vilacondense Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,130637,Pavilhão Escola EB 2 Irene Lisboa
10/17/2021,2:00:00 PM,14:00 - 15:59,33428:39655275,39655275,LiigaPloki Women v WoVo Rovaniemi Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,129259,Pihtipudas-Sali
10/17/2021,2:00:00 PM,14:00 - 15:59,33428:38281485,38281485,Lusofona VC Women v AVC Famalicão Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,141648,Pavilhão Prof. Teotónio Lima
10/17/2021,2:00:00 PM,14:00 - 15:59,33708:39691140,39691140,SG SVS Sokol v SG VCA Amstetten NÖ,Europe,Austria,29317,Austria Cup,VOD,No issue related,No issue related,No issue related,0,Tv match
10/17/2021,2:00:00 PM,14:00 - 15:59,33708:39691185,39691185,TV vertebene Oberndorf v VC Mutter Natur Hausmannstätten,Europe,Austria,29317,Austria Cup,Aborted,No issue related,No issue related,No issue related,0,Tv match
10/17/2021,2:00:00 PM,14:00 - 15:59,33428:34381485,34381485,Uppsala v Vingaakers VK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138099,Fyrishov
10/17/2021,2:28:00 PM,14:00 - 15:59,33428:39695910,39695910,RIG Falkoeping Women v Hylte/Halmstad Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138047,Frejahallen A
10/17/2021,3:00:00 PM,14:00 - 15:59,33428:38281455,38281455,AJM / FC Porto Women v Sporting SP Women,Europe,Portugal,17152,Portugal I Divisão Women,Completed,External,Critical,"<p>After connecting with the device, the lack of stable internet was noticed, which made it impossible to broadcast the game.</p>",130559,Centro Social Luso Venezolano
10/17/2021,3:00:00 PM,14:00 - 15:59,33708:39691155,39691155,hotVolleys Wien v St.Polten,Europe,Austria,29317,Austria Cup,Completed,No issue related,No issue related,No issue related,0,Tv match
10/17/2021,3:00:00 PM,14:00 - 15:59,33428:38281470,38281470,Leixoes SC Women v SC Espinho Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,129714,Ilídio Ramos - C.Cong.
10/17/2021,3:00:00 PM,14:00 - 15:59,33428:38281500,38281500,Porto Volei 2014 Women v Clube Kairos Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,130767,Colégio Efanor
10/17/2021,3:00:00 PM,14:00 - 15:59,33428:38120475,38120475,Rocheville Le Cannet Women v Venelles Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128167,Gymnase Maillan
10/17/2021,3:00:00 PM,14:00 - 15:59,33708:39691110,39691110,SG Supervolley OÖ/Wels/Steyr v TSV Hartberg,Europe,Austria,29317,Austria Cup,Completed,No issue related,No issue related,No issue related,0,Tv match
10/17/2021,3:00:00 PM,14:00 - 15:59,33428:34381500,34381500,Sollentuna VK v Södertelge VBK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,137982,Arena Satelliten
10/17/2021,3:30:00 PM,14:00 - 15:59,33708:39744270,39744270,Alanta Women v Polesia ZhDU Women,Europe,Ukraine,14191,Ukraine Super Liga Women,Completed,External,Critical,"<p>POC informed that there were internet issues at the venue, so the game could not be streamed.<span class=""ql-cursor"">?</span></p>",130832,SC ZHDU Ivan Franko
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:38281515,38281515,CD Aves Women v Castelo Maia GC Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,Internal,Critical,"<p>Around 30 minutes lost because the game did not start automatically. When it was noticed, the precheck command was sent and the game started to stream.&nbsp;</p>",130663,Pav. C.D. Aves
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:36415395,36415395,Geetit Bologna v Monge-Gerbaudo Savigliano,Europe,Italy,39082,Italy Serie A3,VOD,Internal,Minor,"<p>Most of Italy's Serie A3 reporters' phones did not start automatically due to different issues and had to be manually started. There were different types of issues when checking the phones, wrong venue ID assigned, wrong channel, no Noomi Reporter selected on the phone and reporter not starting automatically.</p>",141778,PalaDozza Bologna
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:36414135,36414135,Gestioni&Soluzioni Sabaudia v Normanna Aversa Academy,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128206,Palazzetto Dello Sport Antonio Vitaletti
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:36414165,36414165,GIS Ottaviano v Leo Shoes Casarano,Europe,Italy,39082,Italy Serie A3,VOD,Internal,Minor,"<p>Most of Italy's Serie A3 reporters' phones did not start automatically due to different issues and had to be manually started. There were different types of issues when checking the phones, wrong venue ID assigned, wrong channel, no Noomi Reporter selected on the phone and reporter not starting automatically.</p>",128115,Palazzetto Dello Sport Cercola
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:36415365,36415365,Invent San Donà di Piave v Videx Grottazzolina,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128297,Palasport Fontebasso Noventa di Piave
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:36415320,36415320,Montalbano Arena Macerata v Da Rold Logistics Belluno,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128323,Palasport Marpel Arena
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:36414120,36414120,Olimpia SBV Galatina v Tya Marigliano,Europe,Italy,39082,Italy Serie A3,VOD,Internal,Minor,"<p>Most of Italy's Serie A3 reporters' phones did not start automatically due to different issues and had to be manually started. There were different types of issues when checking the phones, wrong venue ID assigned, wrong channel, no Noomi Reporter selected on the phone and reporter not starting automatically.</p>",138632,Palasport William Ingrosso
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:36414150,36414150,Pallavolo Franco Tigano Palmi v Avimecc Modica,Europe,Italy,39082,Italy Serie A3,VOD,Internal,Minor,"<p>Most of Italy's Serie A3 reporters' phones did not start automatically due to different issues and had to be manually started. There were different types of issues when checking the phones, wrong venue ID assigned, wrong channel, no Noomi Reporter selected on the phone and reporter not starting automatically.</p>",128362,Pala Botteghelle Reggio di Calabria
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:36415305,36415305,Pineto Volley v Tinet Prata di Pordenone,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,138645,PalaVolley S.Maria
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:36415335,36415335,Sa.Ma. Portomaggiore v Sol Lucernari Montecchio Maggiore,Europe,Italy,39082,Italy Serie A3,VOD,Internal,Minor,"<p>Most of Italy's Serie A3 reporters' phones did not start automatically due to different issues and had to be manually started. There were different types of issues when checking the phones, wrong venue ID assigned, wrong channel, no Noomi Reporter selected on the phone and reporter not starting automatically.</p>",138658,Palasport di Ferrara
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:36415350,36415350,ViViBanca Torino v Gamma Chimica Brugherio,Europe,Italy,39082,Italy Serie A3,VOD,Internal,Minor,"<p>Most of Italy's Serie A3 reporters' phones did not start automatically due to different issues and had to be manually started. There were different types of issues when checking the phones, wrong venue ID assigned, wrong channel, no Noomi Reporter selected on the phone and reporter not starting automatically.</p>",128427,Palazzetto le Cupole Torino
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:36415380,36415380,Volley 2001 Garlasco v Gibam Fano,Europe,Italy,39082,Italy Serie A3,VOD,Internal,Minor,"<p>Most of Italy's Serie A3 reporters' phones did not start automatically due to different issues and had to be manually started. There were different types of issues when checking the phones, wrong venue ID assigned, wrong channel, no Noomi Reporter selected on the phone and reporter not starting automatically.</p>",141817,Palazzetto dello Sport Giuliano Ravizza Pavia
10/17/2021,4:00:00 PM,16:00 - 17:59,33428:36414195,36414195,Volley Marcianise v Sistemia LCT Aci Castello,Europe,Italy,39082,Italy Serie A3,Completed,Internal,Critical,"<p>Due to the heavy schedule, the game was missed, and was not noticed that there was no signal. Metrics showed there was a connection to the phones.</p>",141765,Pala Napolitano Marigliano
10/17/2021,4:30:00 PM,16:00 - 17:59,33428:39691800,39691800,Bruckl Women v TSV Sparkasse Hartberg Women,Europe,Austria,14185,Austria Cup Women,Aborted,No issue related,No issue related,No issue related,140114,NMS FRIESACH
10/17/2021,4:30:00 PM,16:00 - 17:59,33708:39691125,39691125,PSV VBG Salzburg v Hypo Tirol VT,Europe,Austria,29317,Austria Cup,Aborted,No issue related,No issue related,No issue related,130546,Sportzentrum Rif
10/17/2021,4:30:00 PM,16:00 - 17:59,33428:39691815,39691815,VBK Klagenfurt Women v UVC Holding Graz Women,Europe,Austria,14185,Austria Cup Women,Aborted,No issue related,No issue related,No issue related,130533, BG Lerchenfeldstrasse
10/17/2021,4:30:00 PM,16:00 - 17:59,33428:38281530,38281530,Vitória SC Women v Benfica Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,129805,Pav. Desp. Unidade Vimaranense
10/17/2021,5:00:00 PM,16:00 - 17:59,33428:36414180,36414180,Shedirpharma Massa Lubrense v Aurispa Alessano,Europe,Italy,39082,Italy Serie A3,VOD,External,Critical,"<p>A failure on the internet was evidenced on the venue, causing transmission loops, which gave a bad visual experience and the impossibility of a correct transmission.&nbsp;</p>",141804,Palasport Alfonso Criscuolo Agerola
10/17/2021,5:30:00 PM,16:00 - 17:59,33428:39691830,39691830,PSVBG Salzburg Women v SG TI Volley Women,Europe,Austria,14185,Austria Cup Women,Completed,No issue related,No issue related,No issue related,130546,Sportzentrum Rif
10/16/2021,8:00:00 AM,8:00 - 9:59,33708:39737925,39737925,Hotinskiy kozaki Hotin v Oliurtrans,Europe,Ukraine,34150,Ukraine Higher League,VOD,No issue related,No issue related,No issue related,131456,FOC Novator
10/16/2021,8:00:00 AM,8:00 - 9:59,33708:39792990,39792990,Volyn University ODYUSSh Women v Bilozgar-Meduniversitet Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130936,FSC Olimp
10/16/2021,9:00:00 AM,8:00 - 9:59,33708:39744195,39744195,Orbita ZNU-ZODUSH Women v VC Poltavchanka Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,131027,SC ZNU
10/16/2021,9:00:00 AM,8:00 - 9:59,33708:39737940,39737940,VC MHP-Vinnytsia - 2 v VC Bakhmut-SHVSM,Europe,Ukraine,34150,Ukraine Higher League,Completed,External,Critical,"<p><span style=""color: rgb(23, 43, 77); background-color: rgb(235, 236, 240);"">Contacted POC and he replied back to us that they experiencing internet/wifi problems and they will be not able to stream till Monday</span></p>",130832,SC ZHDU Ivan Franko
10/16/2021,10:30:00 AM,10:00 - 11:59,33708:39744210,39744210,Regina MEGU OSHVSM Women v Khimik Yuzhny Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130936,FSC Olimp
10/16/2021,11:00:00 AM,10:00 - 11:59,33708:39457890,39457890,Barkom Lviv v VC Zhytychi,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,138879,SK Epitsentr
10/16/2021,11:00:00 AM,10:00 - 11:59,33708:39737955,39737955,Podillya Khmel?nyts?kyy v DSO-TNEU Ternopil,Europe,Ukraine,34150,Ukraine Higher League,VOD,No issue related,No issue related,No issue related,131456,FOC Novator
10/16/2021,11:30:00 AM,10:00 - 11:59,33708:39737970,39737970,Zhytychi-DUSSH v VC Nikopol,Europe,Ukraine,34150,Ukraine Higher League,Aborted,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
10/16/2021,12:00:00 PM,12:00 - 13:59,33428:39695895,39695895,Gislaved Women v RIG Falkoeping Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138021,Gisle Sportcenter
10/16/2021,12:00:00 PM,12:00 - 13:59,33428:34395090,34395090,IKSU Women v Lund Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,137969,IKSU Sport-Helsingfors
10/16/2021,12:00:00 PM,12:00 - 13:59,33428:38002935,38002935,Puijo Wolley Women v LP Kangasala Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,External,Critical,"<p><span style=""background-color: rgb(255, 255, 255); color: rgb(23, 43, 77);"">POC was not responsive due to that reason was not possible to connect to the phone as it was offline.Lost the full game.</span></p>",129298,Pohjantien koulu
10/16/2021,12:00:00 PM,12:00 - 13:59,33428:34395120,34395120,Värnamo VBA Women v Linkopings VC Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138177,Värnamo Sporthall
10/16/2021,12:00:00 PM,12:00 - 13:59,33428:34381470,34381470,Vingaakers VK v Falkenbergs VBK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138125,Vingaker Sporthallen
